Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","724","Spain","5510","Production","01371","Almonds, in shell","2024","2024","t","369700","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01341","Apples","2024","2024","t","545080","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01343","Apricots","2024","2024","t","155570","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01216","Artichokes","2024","2024","t","174620","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01211","Asparagus","2024","2024","t","56490","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01311","Avocados","2024","2024","t","112360","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01312","Bananas","2024","2024","t","421320","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","0115","Barley","2024","2024","t","7440970","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01355.01","Blueberries","2024","2024","t","60950","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01702","Broad beans and horse beans, dry","2024","2024","t","51740","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01243","Broad beans and horse beans, green","2024","2024","t","28940","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01212","Cabbages","2024","2024","t","276150","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01229","Cantaloupes and other melons","2024","2024","t","594010","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01251","Carrots and turnips","2024","2024","t","393740","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01213","Cauliflowers and broccoli","2024","2024","t","671380","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01199.90","Cereals n.e.c.","2024","2024","t","11340","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01344.02","Cherries","2024","2024","t","121060","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01373","Chestnuts, in shell","2024","2024","t","181810","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","t","1518610","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01232","Cucumbers and gherkins","2024","2024","t","757790","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01351.01","Currants","2024","2024","t","30","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01233","Eggplants (aubergines)","2024","2024","t","297660","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01315","Figs","2024","2024","t","55420","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01929.01","Flax, raw or retted","2024","2024","t","70","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01330","Grapes","2024","2024","t","5387270","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01252","Green garlic","2024","2024","t","245700","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01374","Hazelnuts, in shell","2024","2024","t","3020","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01659","Hop cones","2024","2024","t","1110","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01352","Kiwi fruit","2024","2024","t","29640","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01254","Leeks and other alliaceous vegetables","2024","2024","t","66320","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01322","Lemons and limes","2024","2024","t","919510","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01214","Lettuce and chicory","2024","2024","t","916400","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01441","Linseed","2024","2024","t","430","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01709.02","Lupins","2024","2024","t","2070","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","0112","Maize (corn)","2024","2024","t","3500060","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01199.02","Mixed grain","2024","2024","t","120690","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01270","Mushrooms and truffles","2024","2024","t","161900","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","0117","Oats","2024","2024","t","1162540","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01450","Olives","2024","2024","t","8310250","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","t","1390760","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01323","Oranges","2024","2024","t","2904940","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01241.90","Other beans, green","2024","2024","t","116220","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2024","2024","t","2770","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01329","Other citrus fruit, n.e.c.","2024","2024","t","2300","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","t","24210","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01449.90","Other oil seeds, n.e.c.","2024","2024","t","40610","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01349.10","Other pome fruits","2024","2024","t","31870","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01709.90","Other pulses n.e.c.","2024","2024","t","287990","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01349.20","Other stone fruits","2024","2024","t","640","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01319","Other tropical fruits, n.e.c.","2024","2024","t","415770","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2024","2024","t","106820","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01345","Peaches and nectarines","2024","2024","t","1376900","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01342.01","Pears","2024","2024","t","222020","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01705","Peas, dry","2024","2024","t","263260","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01242","Peas, green","2024","2024","t","98000","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01346","Plums and sloes","2024","2024","t","135750","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01321","Pomelos and grapefruits","2024","2024","t","85010","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01510","Potatoes","2024","2024","t","1971170","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01235","Pumpkins, squash and gourds","2024","2024","t","770770","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01443","Rape or colza seed","2024","2024","t","224790","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01353.01","Raspberries","2024","2024","t","30230","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","0113","Rice","2024","2024","t","605820","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","0116","Rye","2024","2024","t","223510","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01921.01","Seed cotton, unginned","2024","2024","t","49099","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","0114","Sorghum","2024","2024","t","27210","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01344.01","Sour cherries","2024","2024","t","370","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","0141","Soya beans","2024","2024","t","10940","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01215","Spinach","2024","2024","t","89820","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01354","Strawberries","2024","2024","t","323540","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01801","Sugar beet","2024","2024","t","3522240","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01445","Sunflower seed","2024","2024","t","831610","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01324","Tangerines, mandarins, clementines","2024","2024","t","1815520","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01234","Tomatoes","2024","2024","t","4574280","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01191","Triticale","2024","2024","t","622920","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01929.02","True hemp, raw or retted","2024","2024","t","150","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01970","Unmanufactured tobacco","2024","2024","t","19410","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01376","Walnuts, in shell","2024","2024","t","20060","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","01221","Watermelons","2024","2024","t","1222710","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","0111","Wheat","2024","2024","t","7147930","A","Official figure",""
